id_cliente,tipo_cliente,documento,data_cadastro,cidade,uf,segmento,score_credito,renda_mensal,id_proposta,data_proposta,canal_origem,produto_credito,valor_solicitado,prazo_meses,taxa_mensal_solicitada,status_proposta,motivo_recusa,qtd_contratos,flag_tem_contrato,data_primeira_contratacao,data_ultima_contratacao,valor_liberado_total,taxa_mensal_final_media,prazo_final_meses_medio,status_contratos,canais_originacao,produtos_credito_finais,qtd_parcelas,primeiro_vencimento,ultimo_vencimento,valor_parcelas_total,valor_principal_total,valor_juros_total,status_parcelas,qtd_pagamentos,data_primeiro_pagamento,data_ultimo_pagamento,valor_pago_total,valor_multa_total,valor_juros_mora_total,valor_desconto_total,indice_liberado_sobre_solicitado,indice_credito_sobre_renda,dias_proposta_ate_contratacao,valor_mora_total
10104.0,PJ,61796405377351,2024-12-08,Curitiba,PR,Premium,726.0,117054.63,200157,2025-10-26,WhatsApp,Capital de Giro,11293.63,6,0.074700,APROVADA,,1,1,2025-11-07,2025-11-07,29884.62,0.0402000000,12.0,ATIVO,WhatsApp,Capital de Giro,12,2025-12-07,2026-11-02,30215.43,25401.96,4482.72,ABERTA | PAGA,11,2025-12-07,2026-11-02,25156.41,0.00,0.00,0.00,2.6461,0.2553,12.0,0.00
10419.0,PJ,84257991366210,2025-10-12,Fortaleza,CE,Emergente,568.0,10716.07,200158,2025-01-20,Televendas,Parcelado,9882.46,24,0.070800,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10249.0,PJ,45738757177514,2025-08-21,Curitiba,PR,Premium,311.0,18141.54,200159,2025-06-18,App,Parcelado,22608.07,12,0.063100,APROVADA,,1,1,2025-06-22,2025-06-22,26961.33,0.0704000000,12.0,ATIVO,App,Parcelado,12,2025-07-22,2026-06-17,27072.31,22917.12,4044.24,ABERTA | ATRASADA | PAGA,8,2025-08-01,2026-06-27,17685.29,48.98,18.73,32.86,1.1926,1.4862,4.0,67.71
10116.0,PJ,49451983273158,2025-05-05,Recife,PE,Premium,684.0,26967.99,200160,2025-06-23,App,Consignado,13217.82,12,0.056700,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10353.0,PF,50583003354,2024-05-07,Curitiba,PR,Emergente,319.0,4605.75,200161,2025-06-23,Televendas,Parcelado,3082.69,18,0.060300,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10227.0,PF,54615679334,2024-09-11,Recife,PE,MEI,569.0,4224.95,200162,2025-12-12,WhatsApp,Parcelado,8842.63,9,0.074800,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10065.0,PF,85574443135,2025-05-17,Porto Alegre,RS,PME,547.0,5803.40,200163,2025-12-02,App,Parcelado,12848.18,6,0.015200,APROVADA,,1,1,2025-12-10,2025-12-10,5514.70,0.0415000000,12.0,ATIVO,App,Parcelado,12,2026-01-09,2026-12-05,5451.93,4687.44,827.16,ABERTA | ATRASADA | PAGA,11,2026-02-13,2026-11-05,4366.59,3.36,7.24,6.78,0.4292,0.9503,8.0,10.60
10334.0,PF,24754691373,2025-09-05,São Paulo,SP,Premium,410.0,3823.49,200164,2025-03-27,WhatsApp,Consignado,9129.23,6,0.042400,APROVADA,,1,1,2025-03-31,2025-03-31,18047.57,0.0243000000,18.0,ATIVO,WhatsApp,Consignado,9,2025-04-30,2025-12-26,18367.39,15340.41,2707.11,ABERTA | ATRASADA | PAGA,6,2025-05-20,2026-01-15,12276.49,18.37,8.94,0.00,1.9769,4.7202,4.0,27.31
10417.0,PF,42869904137,2024-10-13,Florianópolis,SC,Premium,543.0,8446.75,200165,2025-09-06,Televendas,Parcelado,10300.06,9,0.069400,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10419.0,PJ,84257991366210,2025-10-12,Fortaleza,CE,Emergente,568.0,10716.07,200166,2025-05-22,Loja Parceira,Parcelado,9166.39,12,0.090800,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10261.0,PJ,85807836134074,2025-02-21,Belo Horizonte,MG,MEI,557.0,22564.79,200167,2025-04-06,WhatsApp,Parcelado,1724.23,9,0.033300,APROVADA,,1,1,2025-04-16,2025-04-16,24007.02,0.1009000000,18.0,LIQUIDADO,WhatsApp,Parcelado,9,2025-05-16,2026-01-11,24281.55,20405.97,3601.08,ABERTA | PAGA,7,2025-05-21,2026-01-13,15855.53,0.00,0.00,0.00,13.9233,1.0639,10.0,0.00
10294.0,PF,23445655743,2024-06-04,Florianópolis,SC,PME,653.0,5575.66,200168,2025-07-13,App,Parcelado,19294.29,3,0.072400,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10425.0,PF,69448695946,2024-05-24,Belo Horizonte,MG,Mass Market,389.0,1328.70,200169,2025-06-08,Loja Parceira,Antecipação,18120.13,12,0.090000,APROVADA,,1,1,2025-06-20,2025-06-20,20332.23,0.0156000000,24.0,ATIVO,Loja Parceira,Antecipação,12,2025-07-20,2026-06-15,20337.31,17282.40,3049.80,ABERTA | ATRASADA | PAGA,11,2025-07-21,2026-06-20,15158.74,29.59,35.80,27.81,1.1221,15.3023,12.0,65.39
10242.0,PJ,75265479356465,2025-12-06,Rio de Janeiro,RJ,Mass Market,321.0,5023.60,200170,2025-04-16,Loja Parceira,Capital de Giro,19774.81,24,0.061700,APROVADA,,1,1,2025-04-21,2025-04-21,22298.90,0.1065000000,24.0,ATIVO,Loja Parceira,Capital de Giro,12,2025-05-21,2026-04-16,22703.47,18954.12,3344.88,ABERTA | ATRASADA | PAGA,10,2025-05-23,2026-05-06,18887.89,141.41,101.36,0.00,1.1276,4.4388,5.0,242.77
10370.0,PF,77217535408,2025-01-11,Porto Alegre,RS,PME,528.0,5290.83,200171,2025-10-18,Televendas,Parcelado,6173.14,18,0.017800,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10185.0,PF,9130756263,2025-06-14,Curitiba,PR,Premium,682.0,18485.99,200172,2025-05-20,Televendas,Capital de Giro,9221.81,18,0.062200,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10245.0,PJ,17979688680589,2024-01-27,Goiânia,GO,Mass Market,509.0,34799.44,200173,2025-04-25,Televendas,Parcelado,18778.67,18,0.046100,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10124.0,PF,83885160607,2025-09-24,Belo Horizonte,MG,Emergente,573.0,1714.51,200174,2025-07-13,App,Consignado,18189.01,9,0.112600,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10267.0,PF,1751863637,2025-07-29,Belo Horizonte,MG,PME,504.0,9189.59,200175,2025-12-14,WhatsApp,Consignado,15436.74,18,0.028100,APROVADA,,1,1,2025-12-20,2025-12-20,8406.34,0.1045000000,9.0,ATIVO,WhatsApp,Consignado,9,2026-01-19,2026-09-16,8130.97,7145.37,1260.99,ABERTA | PAGA,7,2026-01-24,2026-10-21,5408.67,0.00,0.00,0.00,0.5446,0.9148,6.0,0.00
10130.0,PF,17744905814,2025-06-09,Belo Horizonte,MG,Mass Market,667.0,3531.69,200176,2025-02-05,WhatsApp,Parcelado,10837.19,6,0.083500,APROVADA,,1,1,2025-02-13,2025-02-13,21777.11,0.0889000000,3.0,ATIVO,WhatsApp,Parcelado,3,2025-03-15,2025-05-14,21233.33,18510.54,3266.58,ABERTA | PAGA,1,2025-05-14,2025-05-14,6893.25,0.00,0.00,0.00,2.0095,6.1662,8.0,0.00
10236.0,PF,12126788861,2024-04-27,Porto Alegre,RS,PME,368.0,2460.69,200177,2025-07-13,WhatsApp,Antecipação,27431.46,12,0.020500,APROVADA,,1,1,2025-07-20,2025-07-20,15181.79,0.0725000000,6.0,ATIVO,WhatsApp,Antecipação,6,2025-08-19,2026-01-16,15381.42,12904.50,2277.24,ABERTA | PAGA,5,2025-08-24,2026-01-17,12322.23,0.00,0.00,21.42,0.5534,6.1697,7.0,0.00
10017.0,PF,1031051834,2025-10-21,Salvador,BA,PME,652.0,4116.63,200178,2025-05-09,WhatsApp,Antecipação,10523.22,12,0.061800,APROVADA,,1,1,2025-05-19,2025-05-19,9836.80,0.0537000000,9.0,LIQUIDADO,WhatsApp,Antecipação,9,2025-06-18,2026-02-13,9926.31,8361.27,1475.55,ABERTA | PAGA,7,2025-06-19,2026-02-18,6542.36,0.00,0.00,0.00,0.9348,2.3895,10.0,0.00
10039.0,PF,34060883561,2024-10-09,Florianópolis,SC,Premium,508.0,8868.85,200179,2025-11-04,Televendas,Parcelado,13940.77,3,0.073200,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10020.0,PF,51333872624,2024-03-05,Porto Alegre,RS,PME,410.0,2420.66,200180,2025-08-11,Loja Parceira,Parcelado,20504.36,18,0.046300,APROVADA,,1,1,2025-08-15,2025-08-15,18846.48,0.1016000000,12.0,CANCELADO,Loja Parceira,Parcelado,12,2025-09-14,2026-08-10,18798.64,16019.52,2826.96,ABERTA | ATRASADA,3,2025-10-24,2026-03-18,4588.74,29.97,34.71,0.00,0.9191,7.7857,4.0,64.68
10398.0,PJ,14766072832684,2025-11-30,Florianópolis,SC,MEI,403.0,6176.82,200181,2025-08-26,Loja Parceira,Parcelado,16519.13,24,0.062800,APROVADA,,1,1,2025-08-28,2025-08-28,2443.87,0.0808000000,18.0,ATIVO,Loja Parceira,Parcelado,9,2025-09-27,2026-05-25,2449.86,2077.29,366.57,ABERTA | ATRASADA | PAGA,9,2025-11-27,2026-05-26,1600.44,1.28,0.27,0.00,0.1479,0.3957,2.0,1.55
10224.0,PF,12038750997,2024-05-31,Recife,PE,PME,518.0,4763.15,200182,2025-04-10,App,Antecipação,10733.14,9,0.032200,APROVADA,,1,1,2025-04-20,2025-04-20,-8895.58,0.0735000000,18.0,LIQUIDADO,App,Antecipação,9,2025-05-20,2026-01-15,0.00,0.00,0.00,ABERTA | PAGA,7,2025-07-19,2026-01-17,0.00,0.00,0.00,0.00,-0.8288,-1.8676,10.0,0.00
10354.0,PF,21689421044,2024-09-30,Recife,PE,MEI,422.0,12937.60,200183,2025-04-09,App,Consignado,13351.52,18,0.046900,APROVADA,,1,1,2025-04-20,2025-04-20,15944.48,0.0337000000,12.0,ATIVO,App,Consignado,12,2025-05-20,2026-04-15,15848.64,13552.80,2391.72,ABERTA | PAGA,12,2025-06-24,2026-02-19,11758.64,0.00,0.00,0.00,1.1942,1.2324,11.0,0.00
10281.0,PF,46303161799,2024-06-18,Florianópolis,SC,Premium,441.0,4741.87,200184,2025-10-20,Loja Parceira,Antecipação,23937.18,6,0.080200,APROVADA,,1,1,2025-10-20,2025-10-20,14663.72,0.0882000000,9.0,LIQUIDADO,Loja Parceira,Antecipação,9,2025-11-19,2026-07-17,14835.27,12464.19,2199.60,ABERTA | ATRASADA | PAGA,8,2025-11-24,2026-07-17,11186.79,42.07,21.39,8.44,0.6126,3.0924,0.0,63.46
10007.0,PJ,83503056413953,2025-04-28,Porto Alegre,RS,Premium,573.0,23045.98,200185,2025-04-03,WhatsApp,Antecipação,8704.81,12,0.046700,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10099.0,PF,47451712368,2024-01-20,Goiânia,GO,MEI,625.0,2999.60,200186,2025-08-01,App,Capital de Giro,4696.53,12,0.109500,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10239.0,PF,44472126464,2025-05-25,Belo Horizonte,MG,Emergente,798.0,3843.49,200187,2025-06-17,App,Antecipação,9738.31,12,0.081000,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10477.0,PF,81022031731,2024-09-06,Recife,PE,Premium,672.0,22821.07,200188,2025-09-03,WhatsApp,Antecipação,25561.26,24,0.061100,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10086.0,PF,55886753396,2025-08-22,Rio de Janeiro,RJ,Emergente,451.0,2909.38,200189,2025-03-30,App,Parcelado,3125.20,24,0.019100,APROVADA,,1,1,2025-03-30,2025-03-30,6461.45,0.1097000000,3.0,ATIVO,App,Parcelado,3,2025-04-29,2025-06-28,6486.38,5492.22,969.21,ABERTA | PAGA,2,2025-06-28,2025-07-08,2061.69,0.00,0.00,0.00,2.0675,2.2209,0.0,0.00
10297.0,PF,3521356804,2024-07-04,Florianópolis,SC,Mass Market,618.0,2979.97,200190,2025-09-02,App,Capital de Giro,29755.03,18,0.067500,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10427.0,PJ,49562137213865,2025-08-13,Belo Horizonte,MG,PME,302.0,20064.78,200191,2025-10-08,App,Antecipação,16459.59,9,0.095300,APROVADA,,1,1,2025-10-10,2025-10-10,22082.33,0.0527000000,12.0,ATIVO,App,Antecipação,12,2025-11-09,2026-10-05,22144.85,18770.04,3312.36,ABERTA | ATRASADA | PAGA,4,2025-12-19,2026-10-06,7198.17,5.14,9.64,35.22,1.3416,1.1006,2.0,14.78
10013.0,PF,57015430391,2024-10-09,Goiânia,GO,Emergente,441.0,1174.08,200192,2025-07-09,App,Parcelado,29552.95,24,0.042900,APROVADA,,1,1,2025-07-18,2025-07-18,19652.25,0.0842000000,6.0,ATIVO,App,Parcelado,6,2025-08-17,2026-01-14,19943.48,16704.42,2947.86,ATRASADA | PAGA,7,2025-08-17,2026-01-19,19445.26,77.04,12.95,31.97,0.6650,16.7384,9.0,89.99
,,,,,,,,,200193,2025-09-04,App,Antecipação,28200.39,6,0.099700,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,,,0.00
10001.0,PJ,133890838637,2025-05-23,São Paulo,SP,Premium,410.0,13186.90,200194,2025-12-28,App,Parcelado,13858.00,18,0.041400,APROVADA,,1,1,2025-12-28,2025-12-28,27961.50,0.0756000000,3.0,LIQUIDADO,App,Parcelado,3,2026-01-27,2026-03-28,26972.04,23767.29,4194.24,PAGA,4,2026-01-28,2026-04-02,27181.11,0.00,0.00,0.00,2.0177,2.1204,0.0,0.00
10374.0,PF,50375899757,2024-10-09,Goiânia,GO,PME,468.0,4235.21,200195,2025-04-25,App,Parcelado,6355.49,9,0.101500,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10292.0,PJ,83670241038657,2024-09-12,Recife,PE,Premium,314.0,13816.93,200196,2025-01-04,Televendas,Antecipação,5364.10,3,0.024000,APROVADA,,1,1,2025-01-16,2025-01-16,23155.02,0.0900000000,9.0,ATIVO,Televendas,Antecipação,9,2025-02-15,2025-10-13,23370.04,19681.74,3473.28,ABERTA | ATRASADA | PAGA,4,2025-02-16,2025-09-18,10241.99,47.81,12.80,0.00,4.3167,1.6758,12.0,60.61
10324.0,PJ,52704774349021,2025-02-16,Salvador,BA,PME,719.0,62258.87,200197,2025-01-04,Loja Parceira,Parcelado,7579.69,12,0.105900,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10421.0,PJ,11729806865086,2025-05-18,Curitiba,PR,Emergente,336.0,14294.46,200198,2025-01-25,WhatsApp,Parcelado,21448.91,6,0.067400,APROVADA,,1,1,2025-01-28,2025-01-28,15167.47,0.0840000000,9.0,ATIVO,WhatsApp,Parcelado,9,2025-02-27,2025-10-25,15043.71,12892.32,2275.11,ABERTA | PAGA,5,2025-02-27,2025-09-26,8182.06,0.00,0.00,0.00,0.7071,1.0611,3.0,0.00
10492.0,PF,46225179086,2025-05-15,Fortaleza,CE,Mass Market,609.0,4628.49,200199,2025-05-30,App,Parcelado,8552.02,6,0.046100,APROVADA,,1,1,2025-06-01,2025-06-01,12137.30,0.0876000000,12.0,LIQUIDADO,App,Parcelado,12,2025-07-01,2026-05-27,12229.44,10316.76,1820.64,ABERTA | PAGA,10,2025-07-03,2026-06-01,9144.12,0.00,0.00,13.67,1.4192,2.6223,2.0,0.00
10040.0,PF,59514846564,2025-12-30,Porto Alegre,RS,MEI,593.0,4970.72,200200,2025-07-11,App,Antecipação,10572.05,9,0.042800,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10317.0,PF,79327104054,2025-09-23,São Paulo,SP,Premium,489.0,6656.63,200201,2025-09-07,WhatsApp,Parcelado,13738.97,3,0.060400,APROVADA,,1,1,2025-09-08,2025-09-08,20289.39,0.0822000000,12.0,LIQUIDADO,WhatsApp,Parcelado,12,2025-10-08,2026-09-03,20072.39,17246.04,3043.44,ABERTA | ATRASADA | PAGA,9,2025-11-12,2026-09-13,15027.06,9.25,12.44,50.08,1.4768,3.0480,1.0,21.69
10315.0,PF,70433154100,2024-04-23,Fortaleza,CE,PME,499.0,4389.48,200202,2025-05-08,App,Consignado,27440.36,6,0.119900,APROVADA,,1,1,2025-05-11,2025-05-11,26580.22,0.1053000000,12.0,LIQUIDADO,App,Consignado,12,2025-06-10,2026-05-06,27130.73,22593.24,3987.00,ABERTA | PAGA,6,2025-08-09,2026-02-10,13278.29,0.00,0.00,25.19,0.9687,6.0554,3.0,0.00
10380.0,PF,65472269848,2025-09-28,Recife,PE,MEI,302.0,2382.91,200203,2025-09-21,Loja Parceira,Parcelado,6087.11,3,0.038100,APROVADA,,1,1,2025-09-29,2025-09-29,24027.50,0.0225000000,12.0,ATIVO,Loja Parceira,Parcelado,12,2025-10-29,2026-09-24,23734.90,20423.40,3604.08,ABERTA | PAGA,7,2025-12-28,2026-09-26,13579.58,0.00,0.00,0.00,3.9473,10.0833,8.0,0.00
10110.0,PF,78390847007,2024-06-14,Belo Horizonte,MG,Emergente,714.0,800.00,200204,2025-04-02,Loja Parceira,Consignado,648.28,12,0.025800,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10013.0,PF,57015430391,2024-10-09,Goiânia,GO,Emergente,441.0,1174.08,200205,2025-01-13,Loja Parceira,Consignado,2272.84,6,0.076400,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10230.0,PJ,14890250392614,2025-02-26,Curitiba,PR,Mass Market,504.0,12552.97,200206,2025-08-14,App,Parcelado,27190.61,18,0.066300,APROVADA,,1,1,2025-08-14,2025-08-14,12834.86,0.0693000000,12.0,ATIVO,App,Parcelado,12,2025-09-13,2026-08-09,12736.00,10909.68,1925.28,ABERTA | ATRASADA | PAGA,6,2025-10-18,2026-08-14,6229.20,8.90,5.08,14.01,0.4720,1.0225,0.0,13.98
10472.0,PF,85730652407,2024-06-01,Belo Horizonte,MG,PME,754.0,4719.66,200207,2025-01-21,App,Parcelado,19601.74,6,0.070000,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10083.0,PF,27484677378,2025-12-02,Belo Horizonte,MG,PME,578.0,6673.50,200208,2025-08-05,Loja Parceira,Parcelado,8554.70,24,0.085000,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10129.0,PF,,2025-08-24,Florianópolis,SC,Mass Market,411.0,1020.81,200209,2025-11-22,App,Capital de Giro,5727.18,24,0.043100,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10230.0,PJ,14890250392614,2025-02-26,Curitiba,PR,Mass Market,504.0,12552.97,200210,2025-03-20,WhatsApp,Parcelado,9180.87,9,0.110600,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10325.0,PF,15869380686,2025-05-10,Rio de Janeiro,RJ,MEI,795.0,10942.98,200211,2025-08-07,WhatsApp,Parcelado,3886.51,18,0.060700,APROVADA,,1,1,2025-08-17,2025-08-17,23245.63,0.0633000000,12.0,ATIVO,WhatsApp,Parcelado,12,2025-09-16,2026-08-12,23186.48,19758.84,3486.84,ABERTA | PAGA,8,2025-10-06,2026-08-17,15134.93,0.00,0.00,35.74,5.9811,2.1243,10.0,0.00
10144.0,PF,50606853615,2025-12-19,Fortaleza,CE,Premium,425.0,4042.25,200212,2025-02-14,Indicação,Parcelado,28275.22,18,0.028600,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10378.0,PJ,27080869782922,2024-02-02,Fortaleza,CE,Mass Market,508.0,12925.17,200213,2025-12-15,App,Parcelado,23634.08,24,0.092900,APROVADA,,1,1,2025-12-26,2025-12-26,20815.03,0.0735000000,6.0,ATIVO,App,Parcelado,6,2026-01-25,2026-06-24,20152.94,17692.80,3122.28,PAGA,6,2026-02-14,2026-07-04,19854.22,0.00,0.00,50.45,0.8807,1.6104,11.0,0.00
10344.0,PF,28309652074,2025-09-18,Curitiba,PR,Mass Market,478.0,1468.28,200214,2025-02-01,Televendas,Parcelado,14140.54,12,0.082500,APROVADA,,1,1,2025-02-08,2025-02-08,885.76,0.0302000000,18.0,CANCELADO,Televendas,Parcelado,9,2025-03-10,2025-11-05,879.77,752.94,132.84,ABERTA | ATRASADA,6,2025-03-10,2025-10-06,480.67,7.09,5.15,0.00,0.0626,0.6033,7.0,12.24
10027.0,PF,34624751079,2024-08-10,Porto Alegre,RS,Premium,772.0,21518.96,200215,2025-08-09,Loja Parceira,Capital de Giro,26016.40,6,0.048200,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10065.0,PF,85574443135,2025-05-17,Porto Alegre,RS,PME,547.0,5803.40,200216,2025-05-17,App,Consignado,7859.02,12,0.080300,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10162.0,PF,73121727155,2024-12-31,Goiânia,GO,PME,706.0,15316.85,200217,2025-10-06,App,Parcelado,21655.06,12,0.038100,APROVADA,,1,1,2025-10-07,2025-10-07,9610.99,0.0287000000,18.0,ATIVO,App,Parcelado,9,2025-11-06,2026-07-04,9444.12,8169.30,1441.62,ABERTA | PAGA,7,2025-11-08,2026-05-15,6213.20,0.00,0.00,16.95,0.4438,0.6275,1.0,0.00
10228.0,PJ,10166687002176,2024-04-16,Porto Alegre,RS,Mass Market,442.0,7847.28,200218,2025-08-24,WhatsApp,Capital de Giro,25755.91,12,0.061700,APROVADA,,1,1,2025-09-01,2025-09-01,15654.26,0.0235000000,18.0,ATIVO,WhatsApp,Capital de Giro,9,2025-10-01,2026-05-29,15957.36,13306.14,2348.10,ABERTA | ATRASADA | PAGA,5,2025-12-31,2026-06-03,8782.33,50.48,45.33,0.00,0.6078,1.9949,8.0,95.81
10260.0,PF,42797881914,2024-02-12,Porto Alegre,RS,MEI,461.0,8901.76,200219,2025-10-20,App,Parcelado,11024.68,9,0.109400,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10448.0,PF,47175455884,2025-09-20,Curitiba,PR,PME,431.0,3603.19,200220,2025-03-09,App,Antecipação,22845.20,18,0.029000,APROVADA,,1,1,2025-03-10,2025-03-10,12989.91,0.0848000000,12.0,ATIVO,App,Antecipação,12,2025-04-09,2026-03-05,13170.35,11041.44,1948.44,ABERTA | PAGA,7,2025-05-14,2026-03-25,6434.32,0.00,0.00,0.00,0.5686,3.6051,1.0,0.00
10423.0,PF,31498643009,2024-09-16,Goiânia,GO,PME,306.0,2284.28,200221,2025-02-10,App,Consignado,9204.63,24,0.055600,APROVADA,,1,1,2025-02-10,2025-02-10,23045.54,0.1065000000,24.0,ATIVO,App,Consignado,12,2025-03-12,2026-02-05,23142.91,19588.68,3456.84,ABERTA | ATRASADA | PAGA,9,2025-04-12,2026-02-10,15118.87,62.18,18.61,0.00,2.5037,10.0888,0.0,80.79
10459.0,PF,8254780774,2024-10-23,Rio de Janeiro,RJ,MEI,410.0,3245.29,200222,2025-03-09,Televendas,Antecipação,9316.29,6,0.101200,APROVADA,,1,1,2025-03-15,2025-03-15,19378.71,0.0610000000,18.0,ATIVO,Televendas,Antecipação,9,2025-04-14,2025-12-10,19241.62,16471.89,2906.82,ATRASADA | PAGA,11,2025-04-14,2025-12-20,19018.38,70.21,54.76,22.43,2.0801,5.9713,6.0,124.97
10439.0,PF,37333433339,2024-12-09,São Paulo,SP,MEI,407.0,2992.62,200223,2025-04-18,WhatsApp,Consignado,3658.19,6,0.116800,APROVADA,,1,1,2025-04-24,2025-04-24,3630.70,0.0463000000,24.0,ATIVO,WhatsApp,Consignado,12,2025-05-24,2026-04-19,3574.81,3086.04,544.56,ABERTA | ATRASADA | PAGA,11,2025-07-03,2026-04-24,2640.38,7.84,6.82,5.44,0.9925,1.2132,6.0,14.66
10163.0,PF,18844225831,2024-05-11,Recife,PE,Mass Market,395.0,1589.62,200224,2025-08-29,WhatsApp,Parcelado,13481.71,6,0.062700,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10300.0,PF,94101372151,2025-02-05,Goiânia,GO,Emergente,481.0,938.60,200225,2025-01-28,App,Antecipação,22026.50,18,0.068200,APROVADA,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10406.0,PF,83411080996,2025-02-23,Porto Alegre,RS,PME,424.0,2976.52,200226,2025-06-15,App,Antecipação,28236.51,12,0.075100,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
